Subject ID,Subject word,Subject definition,Object ID,Object Word,Object Defnition,Predicate,Annotation
WebChild:105423779,venae palpebrales,veins of the eyelids,WebChild:109760290,accessory before the fact,a person who procures or advises or commands the commission of a felony but who is not present at its perpetration,/r/PartOf
WebChild:105577190,sole,the underside of the foot,WebChild:110352299,neighbor,a person who lives (or is located) near another,/r/PartOf
WebChild:105505679,parasympathetic nervous system,originates in the brain stem and lower part of the spinal cord; opposes physiological effects of the sympathetic nervous system: stimulates digestive secretions; slows the heart; constricts the pupils; dilates blood vessels,WebChild:109954639,confidant,someone to whom private matters are confided,/r/PartOf
WebChild:105543917,coronal suture,the suture between the parietal and frontal bones of the skull,WebChild:102413484,Cotswold,sheep with long wool originating in the Cotswold Hills,/r/PartOf
WebChild:105338025,auricular artery,artery that supplies blood to the ear,WebChild:109980805,crossover voter,a voter who is registered as a member of one political party but who votes in the primary of another party,/r/PartOf
WebChild:105449268,blood cell,either of two types of cells (erythrocytes and leukocytes) and sometimes including platelets,WebChild:110611541,sleepyhead,a sleepy person,/r/PartOf
WebChild:105417975,blood vessel,a vessel in which blood circulates,WebChild:110140683,grabber,an unpleasant person who grabs inconsiderately,/r/PartOf
WebChild:105485988,dentate nucleus,a large laminar nucleus of grey matter within the white matter of each cerebral hemisphere,WebChild:110171456,herbalist,a therapist who heals by the use of herbs,/r/PartOf
WebChild:113154586,pad,the large floating leaf of an aquatic plant (as the water lily),WebChild:112616630,loddon pondweed,pondweed with floating leaves; of northern United States and Europe,/r/PartOf
WebChild:105467922,fibrous astrocyte,star-shaped cells with long processes; found in the white matter of the brain and spinal cord,WebChild:110387324,right-hander,(baseball) a pitcher who throws with the right hand,/r/PartOf
WebChild:105301072,tongue,a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavity,WebChild:101622352,horned owl,large owls having prominent ear tufts,/r/PartOf
WebChild:105350061,lienal artery,an artery that originates from the celiac trunk and supplies blood to the spleen,WebChild:109991740,dark horse,a political candidate who is not well known but could win unexpectedly,/r/PartOf
WebChild:105593181,humerus,bone extending from the shoulder to the elbow,WebChild:110623650,soloist,a musician who performs a solo,/r/PartOf
WebChild:105435477,nucleolus organizer,the particular part of a chromosome that is associated with a nucleolus after nuclear division,WebChild:112637485,salad burnet,European garden herb with purple-tinged flowers and leaves that are sometimes used for salads,/r/PartOf
WebChild:105243704,stratum germinativum,the innermost layer of the epidermis,WebChild:110372076,official,"someone who administers the rules of a game or sport; ""the golfer asked for an official who could give him a ruling""",/r/PartOf
WebChild:105305389,taste cell,an epithelial cell in a taste bud that activates sensory fibers of the facial nerve or the glossopharyngeal nerve or the vagus nerve,WebChild:110643476,squaw man,a white man married to a North American Indian woman,/r/PartOf
WebChild:105309050,tonsil,either of two masses of lymphatic tissue one on each side of the oral pharynx,WebChild:109838117,bank guard,a security guard at a bank,/r/PartOf
WebChild:105223823,fissure of Rolando,a brain fissure extending upward on the lateral surface of both hemispheres; separates the frontal and parietal lobes,WebChild:110374943,old-age pensioner,an old person who receives an old-age pension,/r/PartOf
WebChild:105314919,eyelash,any of the short curved hairs that grow from the edges of the eyelids,WebChild:109789304,amorist,one dedicated to love and lovemaking especially one who writes about love,/r/PartOf
WebChild:105435277,nucleolus,a small round body of protein in a cell nucleus; such organelles contain RNA and are involved in protein synthesis,WebChild:110407954,sponsor,someone who supports or champions something,/r/PartOf
WebChild:104164989,section,"one of several parts or pieces that fit with others to constitute a whole object; ""a section of a fishing rod""; ""metal sections were used below ground""; ""finished the final segment of the road""",WebChild:109699536,Slovak,a native or inhabitant of Slovakia,/r/PartOf
WebChild:113166044,burl,a large rounded outgrowth on the trunk or branch of a tree,WebChild:112267534,hard beech,tall New Zealand tree yielding very hard wood,/r/PartOf
WebChild:105434557,Golgi body,a netlike structure in the cytoplasm of animal cells (especially in those cells that produce secretions),WebChild:111940006,bur marigold,any of several plants of the genus Bidens having yellow flowers and prickly fruits that cling to fur and clothing,/r/PartOf
WebChild:113898315,symmetry,balance among the parts of something,WebChild:115098161,wood,the hard fibrous lignified substance under the bark of trees,/r/MadeOf
WebChild:105293944,musculus articularis genus,the articular muscle of the knee,WebChild:109996636,dealer,the person who distributes the playing cards in a card game,/r/PartOf
WebChild:105349659,lacrimal artery,an artery that originates from the ophthalmic artery and supplies the lacrimal gland and rectal eye muscles and the upper eyelid and the forehead,WebChild:102180427,spruce bark beetle,"small beetle that likes to bore through the bark of spruce trees and eat the cambium which eventually kills the tree; ""the spruce bark beetle is the major tree-killing insect pest of Alaska spruce forests""",/r/PartOf
WebChild:105600637,face,"the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news""",WebChild:102547014,oarfish,thin deep-water tropical fish 20 to 30 feet long having a red dorsal fin,/r/PartOf
WebChild:105528060,respiratory organ,any organ involved in the process of respiration,WebChild:110536728,rogue,a deceitful and unreliable scoundrel,/r/PartOf
WebChild:105245192,freckle,a small brownish spot (of the pigment melanin) on the skin,WebChild:109959658,constructivist,an artist of the school of constructivism,/r/PartOf
WebChild:105263850,body substance,the substance of the body,WebChild:109692250,Basque,a member of a people of unknown origin living in the western Pyrenees in France and Spain,/r/PartOf
WebChild:105281189,sternum,the flat bone that articulates with the clavicles and the first seven pairs of ribs,WebChild:102446645,hog-nosed skunk,large naked-muzzled skunk with white back and tail; of southwestern North America and Mexico,/r/PartOf
WebChild:105436548,linin,an obsolete term for the network of viscous material in the cell nucleus on which the chromatin granules were thought to be suspended,WebChild:110095869,flatterer,a person who uses flattery,/r/PartOf
WebChild:100837675,puff,"a slow inhalation (as of tobacco smoke); ""he took a puff on his pipe""; ""he took a drag on his cigarette and expelled the smoke slowly""",WebChild:100834636,smoking,"the act of smoking tobacco or other substances; ""he went outside for a smoke""; ""smoking stinks""",/r/PartOf
WebChild:105464104,nerve fiber,a threadlike extension of a nerve cell,WebChild:102093991,Irish terrier,medium-sized breed with a wiry brown coat; developed in Ireland,/r/PartOf
WebChild:105235217,rhinion,the anterior tip at the end of the suture of the nasal bones,WebChild:109941383,commander,someone in an official position of authority who can command or control others,/r/PartOf
WebChild:105546383,zygomatic process,a slender process of the temporal bone that strengthens the zygomatic arch,WebChild:110674896,sun,a person considered as a source of warmth or energy or glory etc,/r/PartOf
WebChild:105233238,inion,the craniometric point that is the most prominent point at the back of the head (at the occipital protuberance),WebChild:101982068,European spider crab,a large spider crab of Europe,/r/PartOf
WebChild:105346714,ileal artery,branch of the superior mesenteric artery that supplies the ileum,WebChild:109913110,checker,an attendant who checks coats or baggage,/r/PartOf
WebChild:105551711,pecs,either of two large muscles of the chest,WebChild:110426454,phonetician,a specialist in phonetics,/r/PartOf
WebChild:105594822,tarsus,the part of the foot of a vertebrate between the metatarsus and the leg; in human beings the bones of the ankle and heel collectively,WebChild:102125010,sand cat,a desert wildcat,/r/PartOf
WebChild:105481095,brain,that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord,WebChild:110611729,slicer,a golfer whose shots typically curve right (for right-handed golfers),/r/PartOf
WebChild:105494365,occipital lobe,that part of the cerebral cortex in either hemisphere of the brain lying in the back of the head,WebChild:110129585,gilder,someone whose occupation is to apply an overlay of gold or gilt,/r/PartOf
WebChild:105585665,skeletal structure,any structure created by the skeleton of an organism,WebChild:110533013,competitor,"the contestant you hope to defeat; ""he had respect for his rivals""; ""he wanted to know what the competition was doing""",/r/PartOf
WebChild:105314075,canthus,either of the corners of the eye where the upper and lower eyelids meet,WebChild:101779939,web-spinning mite,a mite that spins a web,/r/PartOf
WebChild:105320183,pupil,the contractile aperture in the center of the iris of the eye; resembles a large black dot,WebChild:101480880,holocephalan,fish with high compressed head and a body tapering off into a long tail,/r/PartOf
WebChild:105570129,gluteus,any one of three large skeletal muscles that form the buttock and move the thigh,WebChild:110433164,pilot,someone who is licensed to operate an aircraft in flight,/r/PartOf
WebChild:105505679,parasympathetic nervous system,originates in the brain stem and lower part of the spinal cord; opposes physiological effects of the sympathetic nervous system: stimulates digestive secretions; slows the heart; constricts the pupils; dilates blood vessels,WebChild:110073634,exporter,a businessperson who transports goods abroad (for sale),/r/PartOf
WebChild:115088869,visual purple,a red photopigment in the retinal rods of vertebrates; dissociates into retinene by light,WebChild:102353172,hazel mouse,a variety of dormouse,/r/PartOf
WebChild:105546040,jaw,the part of the skull of a vertebrate that frames the mouth and holds the teeth,WebChild:109713764,Hmong,a people living traditionally in mountain villages in southern China and adjacent areas of Vietnam and Laos and Thailand; many have emigrated to the United States,/r/PartOf
WebChild:105271814,carpal bone,any of the eight small bones of the wrist of primates,WebChild:110195942,hypotensive,a person who has abnormally low blood pressure,/r/PartOf
WebChild:105582191,matrix,the formative tissue at the base of a nail,WebChild:102635781,skillet fish,clingfish with typical skillet shape,/r/PartOf
WebChild:105597436,crotch,the angle formed by the inner sides of the legs where they join the human trunk,WebChild:110111144,Freemason,a member of a widespread secret fraternal order pledged to mutual assistance and brotherly love,/r/PartOf
WebChild:105281452,gladiolus,the large central part of the breastbone,WebChild:109940146,comedian,a professional performer who tells jokes and performs comical acts,/r/PartOf
WebChild:105484862,posterior pituitary,the posterior lobe of the pituitary body; primarily glandular in nature,WebChild:101526766,honey eater,Australasian bird with tongue and bill adapted for extracting nectar,/r/PartOf
WebChild:105325378,fenestra,a small opening covered with membrane (especially one in the bone between the middle and inner ear),WebChild:101728266,hoop snake,any of various harmless North American snakes that were formerly believed to take tail in mouth and roll along like a hoop,/r/PartOf
WebChild:105537576,appendix,a vestigial process that extends from the lower end of the cecum and that resembles a small pouch,WebChild:109992429,dastard,a despicable coward,/r/PartOf
WebChild:104341414,structural member,support that is a constituent part of any structure or building,WebChild:103545150,house,"a building in which something is sheltered or located; ""they had a large carriage house""",/r/PartOf
WebChild:105217168,figure,"alternative names for the body of a human being; ""Leonardo studied the human body""; ""he has a strong physique""; ""the spirit is willing but the flesh is weak""",WebChild:110070377,executrix,a woman executor,/r/PartOf
WebChild:102158972,dock,the solid bony part of the tail of an animal as distinguished from the hair,WebChild:102445715,skunk,American musteline mammal typically ejecting an intensely malodorous fluid when startled; in some classifications put in a separate subfamily Mephitinae,/r/PartOf
WebChild:105466005,Golgi`s cell,a neuron in the cerebral cortex with short dendrites and with either a long axon or a short axon that ramifies in the grey matter,WebChild:109953615,Confederate,a supporter of the Confederate States of America,/r/PartOf
WebChild:105285623,marrow,the fatty network of connective tissue that fills the cavities of bones,WebChild:110248008,Latin,an inhabitant of ancient Latium,/r/PartOf
WebChild:103892891,part,"something less than the whole of a human artifact; ""the rear part of the house""; ""glue the two parts together""",WebChild:115071366,proaccelerin,a coagulation factor,/r/PartOf
WebChild:105555473,middle,"the middle area of the human torso (usually in front); ""young American women believe that a bare midriff is fashionable""",WebChild:110289766,mandarin,any high government official or bureaucrat,/r/PartOf
WebChild:105609111,alpha receptor,receptors postulated to exist on nerve cell membranes of the sympathetic nervous system in order to explain the specificity of certain agents that affect only some sympathetic activities (such as vasoconstriction and relaxation of intestinal muscles and c,WebChild:110506642,rani,(the feminine of raja) a Hindu princess or the wife of a raja,/r/PartOf
WebChild:105431585,energid,a biological unit consisting of a nucleus and the body of cytoplasm with which it interacts,WebChild:102194249,human botfly,large tropical American fly; parasitic on humans and other mammals,/r/PartOf
WebChild:105277405,metatarsal,any bone of the foot between the ankle and the toes,WebChild:101828096,belted kingfisher,greyish-blue North American kingfisher with a chestnut band on its chest,/r/PartOf
WebChild:105485554,cerebellum,a major division of the vertebrate brain; situated above the medulla oblongata and beneath the cerebrum in humans,WebChild:102590702,sea bream,any of numerous marine percoid fishes especially (but not exclusively) of the family Sparidae,/r/PartOf
WebChild:105603160,jaw,the bones of the skull that frame the mouth and serve to open it; the bones that hold the teeth,WebChild:102619861,sleeper,tropical fish that resembles a goby and rests quietly on the bottom in shallow water,/r/PartOf
WebChild:105486319,paleocerebellum,the anterior lobe of the cerebellum which was one of the earliest parts of the hindbrain to develop in mammals,WebChild:102292692,carpet moth,larvae feed on carpets and other woolens,/r/PartOf
WebChild:105610520,telomere,"either (free) end of a eukaryotic chromosome; ""telomeres act as caps to keep the sticky ends of chromosomes from randomly clumping together""",WebChild:111769176,impala lily,South African shrub having a swollen succulent stem and bearing showy pink and white flowers after the leaves fall; popular as an ornamental in tropics,/r/PartOf
WebChild:105528854,nasopharynx,cavity forming the upper part of the pharynx,WebChild:110746056,vandal,someone who willfully destroys or defaces property,/r/PartOf
WebChild:105544906,parietomastoid suture,the suture between the parietal and the temporal bones,WebChild:109839167,bargainer,"negotiator of the terms of a transaction; ""he is a hard bargainer""",/r/PartOf
WebChild:105602132,facial muscle,any of the skeletal muscles of the face,WebChild:101606672,sparrow hawk,small hawk of Eurasia and northern Africa,/r/PartOf
WebChild:105367912,gastroomental vein,one of two veins serving the great curvature of the stomach,WebChild:109989168,damsel,a young unmarried woman,/r/PartOf
WebChild:105565937,thenar,the fleshy area of the palm at the base of the thumb,WebChild:110390902,pagan,a person who follows a polytheistic or pre-Christian religion (not a Christian or Muslim or Jew),/r/PartOf
WebChild:105245192,freckle,a small brownish spot (of the pigment melanin) on the skin,WebChild:110609092,slasher,someone who slashes another person,/r/PartOf
WebChild:105341920,cervical artery,an artery that supplies the muscles of the neck,WebChild:110189597,house sitter,a custodian who lives in and cares for a house while the regular occupant is away (usually without an exchange of money),/r/PartOf
WebChild:105481549,neencephalon,the part of the brain having the most recent phylogenetic origin; the cerebral cortex and related parts,WebChild:102053584,booby,small tropical gannet having a bright bill or bright feet or both,/r/PartOf
WebChild:105562756,shank,the part of the human leg between the knee and the ankle,WebChild:110456696,postdoc,a scholar or researcher who is involved in academic study beyond the level of a doctoral degree,/r/PartOf
WebChild:105220461,body part,any part of an organism such as an organ or extremity,WebChild:109964202,copilot,a relief pilot on an airplane,/r/PartOf
WebChild:105543917,coronal suture,the suture between the parietal and frontal bones of the skull,WebChild:109924437,civic leader,a leader in municipal affairs,/r/PartOf
WebChild:105336748,thoracic aorta,a branch of the descending aorta; divides into the iliac arteries,WebChild:110325656,humdinger,"someone of remarkable excellence; ""a humdinger of a secretary""",/r/PartOf
WebChild:105553768,rib cage,the bony enclosing wall of the chest,WebChild:109907408,Chancellor of the Exchequer,the British cabinet minister responsible for finance,/r/PartOf
WebChild:105240850,neuroepithelium,epithelium associated with special sense organs and containing sensory nerve endings,WebChild:110102222,forager,"someone who hunts for food and provisions; ""in Japan a fungus forager can earn a good living""",/r/PartOf
WebChild:105493141,postcentral gyrus,the convolution of parietal lobe that is bounded in front by the central sulcus,WebChild:101787191,Merostomata,used in some classifications; includes the orders Xiphosura and Eurypterida,/r/PartOf
WebChild:105340599,central artery of the retina,a branch of the ophthalmic artery; enters the eyeball with the optic nerve,WebChild:110677604,supply officer,a commissioned officer responsible for logistics,/r/PartOf
WebChild:105235350,sphenion,the anterior tip of the parietal bone,WebChild:102141611,mouse-eared bat,a carnivorous bat with ears like a mouse,/r/PartOf
WebChild:105271814,carpal bone,any of the eight small bones of the wrist of primates,WebChild:110134760,godfather,any man who serves as a sponsor for a child at baptism,/r/PartOf
WebChild:105243879,dermis,the deep vascular inner layer of the skin,WebChild:109633969,offender,a person who transgresses moral or civil law,/r/PartOf
WebChild:105542539,pterygoid process,two bony processes descending from the body of the sphenoid bone,WebChild:101958435,cherrystone,a half-grown quahog,/r/PartOf
WebChild:105244934,macule,a patch of skin that is discolored but not usually elevated; caused by various diseases,WebChild:109703101,West Saxon,an inhabitant of Wessex,/r/PartOf
WebChild:105584265,fingernail,the nail at the end of a finger,WebChild:110730077,tritheist,someone (not an orthodox Christian) who believes that the Father and Son and Holy Ghost are three separate gods,/r/PartOf
WebChild:105336635,abdominal aorta,a branch of the descending aorta,WebChild:109890894,candlemaker,a person who makes or sells candles,/r/PartOf
WebChild:105325378,fenestra,a small opening covered with membrane (especially one in the bone between the middle and inner ear),WebChild:110532751,ritualist,a social anthropologist who is expert on rites and ceremonies,/r/PartOf
WebChild:105444175,chromatid,one of two identical strands into which a chromosome splits during mitosis,WebChild:110702483,terror,a very troublesome child,/r/PartOf
WebChild:105562902,shin,the front part of the human leg between the knee and the ankle,WebChild:110142537,Grand Inquisitor,director of the court of Inquisition (especially in Spain and Portugal),/r/PartOf
WebChild:105500594,hindbrain,the posterior portion of the brain including cerebellum and brainstem,WebChild:110245639,landowner,a holder or proprietor of land,/r/PartOf
WebChild:105553288,breast,"the front of the trunk from the neck to the abdomen; ""he beat his breast in anger""",WebChild:109758885,academic administrator,an administrator in a college or university,/r/PartOf
WebChild:105529159,laryngopharynx,the lower part of the pharynx,WebChild:110051761,embryologist,a physician who specializes in embryology,/r/PartOf
WebChild:105596004,hip,the ball-and-socket joint between the head of the femur and the acetabulum,WebChild:110266744,lithomancer,one who practices lithomancy,/r/PartOf
WebChild:105494365,occipital lobe,that part of the cerebral cortex in either hemisphere of the brain lying in the back of the head,WebChild:109863031,escort,someone who escorts and protects a prominent person,/r/PartOf
WebChild:105232221,crotaphion,the tip of the greater wing of the sphenoid bone,WebChild:110186068,horse trader,a hard bargainer,/r/PartOf
WebChild:105445668,organelle,"a specialized part of a cell; analogous to an organ; ""the first organelle to be identified was the nucleus""",WebChild:110355449,newcomer,any new participant in some activity,/r/PartOf
WebChild:105304932,gum,the tissue (covered by mucous membrane) of the jaws that surrounds the bases of the teeth,WebChild:101442166,golden shiner,shiner of eastern North America having golden glints; sometimes also called `bream`,/r/PartOf
WebChild:105379039,radial vein,superficial veins ascending the radial side of the forearm; combines with the ulnar veins to form the brachial vein,WebChild:110222716,job candidate,an applicant who is being considered for a job,/r/PartOf
WebChild:105469424,Pacinian corpuscle,a specialized bulblike nerve ending located in the subcutaneous tissue of the skin; occurs abundantly in the skin of palms and soles and joints and genitals,WebChild:110681194,survivor,"one who lives through affliction; ""the survivors of the fire were taken to a hospital""",/r/PartOf
WebChild:105285101,hip socket,the socket part of the ball-and-socket joint between the head of the femur and the innominate bone,WebChild:110439523,platitudinarian,a bore who makes excessive use of platitudes,/r/PartOf
WebChild:105599617,chin,the protruding part of the lower jaw,WebChild:109705124,Ethiopian,a native or inhabitant of Ethiopia,/r/PartOf
WebChild:105577741,big toe,the first largest innermost toe,WebChild:110395209,palmist,fortuneteller who predicts your future by the lines on your palms,/r/PartOf
WebChild:105600109,nostril,either one of the two external openings to the nasal cavity in the nose,WebChild:102639922,Chinese paddlefish,fish of larger rivers of China similar to the Mississippi paddlefish,/r/PartOf
WebChild:102927887,butterfly valve,a valve in a carburetor that consists of a disc that turns and acts as a throttle,WebChild:102814533,station wagon,a car that has a long body and rear door with space behind rear seat,/r/PartOf
WebChild:105273684,centrum,the main body of a vertebra,WebChild:110318686,millwright,a workman who designs or erects mills and milling machinery,/r/PartOf
WebChild:105582305,matrix,the body substance in which tissue cells are embedded,WebChild:110484526,proposer,(parliamentary procedure) someone who makes a formal motion,/r/PartOf
WebChild:105555917,belly,a protruding abdomen,WebChild:109779790,grower,someone concerned with the science or art or business of cultivating the soil,/r/PartOf
WebChild:105280998,sphenoid bone,butterfly-shaped bone at the base of the skull,WebChild:110658122,stockholder of record,the stockholder whose name is registered on the books of the corporation as owning the shares at a particular time,/r/PartOf
WebChild:105483890,pituitary,the master gland of the endocrine system; located at the base of the brain,WebChild:101930112,nematode,unsegmented worms with elongated rounded body pointed at both ends; mostly free-living but some are parasitic,/r/PartOf
WebChild:105464104,nerve fiber,a threadlike extension of a nerve cell,WebChild:101701859,stegosaur,herbivorous ornithischian dinosaur with a row of bony plates along its back and a spiked tail probably used as a weapon,/r/PartOf
WebChild:105544078,frontal suture,the suture between two halves of the frontal bone (usually obliterated by the age of 6),WebChild:102337902,grasshopper mouse,insectivorous mouse of western North America,/r/PartOf
WebChild:105578740,Achilles tendon,a large tendon that runs from the heel to the calf,WebChild:110733574,turner,a tumbler who is a member of a turnverein,/r/PartOf
WebChild:105235217,rhinion,the anterior tip at the end of the suture of the nasal bones,WebChild:110316164,military adviser,a military officer who serves as an adviser to the troops of an allied nation,/r/PartOf
WebChild:105593181,humerus,bone extending from the shoulder to the elbow,WebChild:110609325,slave,a person who is owned by someone,/r/PartOf
WebChild:105486319,paleocerebellum,the anterior lobe of the cerebellum which was one of the earliest parts of the hindbrain to develop in mammals,WebChild:110409459,pawnbroker,a person who lends money at interest in exchange for personal property that is deposited as security,/r/PartOf
WebChild:105538625,head,"the upper part of the human body or the front part of the body in animals; contains the face and brains; ""he stuck his head out the window""",WebChild:110748889,vestryman,a man who is a member of a church vestry,/r/PartOf
WebChild:105350256,lingual artery,an artery originating from the external carotid artery and supplying the under side of the tongue,WebChild:110803463,yenta,(Yiddish) a vulgar shrew; a shallow coarse termagant,/r/PartOf
WebChild:105343408,colic artery,arteries that supply blood to the colon,WebChild:110329945,fiend,a cruel wicked and inhuman person,/r/PartOf
WebChild:105566919,extremity,that part of a limb that is farthest from the torso,WebChild:109980805,crossover voter,a voter who is registered as a member of one political party but who votes in the primary of another party,/r/PartOf
WebChild:105337855,ascending artery,the branch of the ileocolic artery that supplies the ascending colon,WebChild:110255096,lessor,someone who grants a lease,/r/PartOf
WebChild:105241218,epidermal cell,any of the cells making up the epidermis,WebChild:109809925,arranger,a musician who adapts a composition for particular voices or instruments or for another style of performance,/r/PartOf
WebChild:105579053,musculus biceps femoris,the biceps muscle of the thigh; it flexes the knee and rotates the leg laterally,WebChild:110076307,fakir,a Muslim or Hindu mendicant monk who is regarded as a holy man,/r/PartOf
WebChild:105325378,fenestra,a small opening covered with membrane (especially one in the bone between the middle and inner ear),WebChild:109688008,Celt,a member of a European people who once occupied Britain and Spain and Gaul prior to Roman times,/r/PartOf
WebChild:105342214,ciliary artery,one of several arteries supplying the choroid coat of the eye,WebChild:102459190,mylodontid,a variety of extinct edentate,/r/PartOf
WebChild:102462349,fetlock,projection behind and above a horse`s hoof,WebChild:102379908,Arabian,a spirited graceful and intelligent riding horse native to Arabia,/r/PartOf
WebChild:105578740,Achilles tendon,a large tendon that runs from the heel to the calf,WebChild:105561707,pin,"informal terms for the leg; ""fever left him weak on his sticks""",/r/PartOf
WebChild:105475397,sensory fiber,a nerve fiber that carries impulses toward the central nervous system,WebChild:109956780,conquistador,an adventurer (especially one who led the Spanish conquest of Mexico and Peru in the 16th century),/r/PartOf
WebChild:105309725,roof of the mouth,the upper surface of the mouth that separates the oral and nasal cavities,WebChild:110160188,hardliner,a conservative who is uncompromising,/r/PartOf
WebChild:105466005,Golgi`s cell,a neuron in the cerebral cortex with short dendrites and with either a long axon or a short axon that ramifies in the grey matter,WebChild:110166762,heaver,a workman who heaves freight or bulk goods (especially at a dockyard),/r/PartOf
